僳:su
瘕:jia,xia
甸:tian,dian,sheng
浞:zhuo
森:sen
惕:ti
颏:ke
紊:wen
夥:huo
霆:ting
镐:gao
溥:pu
郢:ying
媪:ao
侯:hou
瀚:han
蜇:zhe
攴:pu
绵:mian
正:zheng
拳:quan
仑:lun
夏:xia
赞:zan
熟:shu
靶:ba
插:cha
垮:kua
渖:shen
楸:qiu
篙:gao
茺:chong
椋:liang
安:an
狨:rong
豸:zhi
袄:ao
峦:luan
爱:ai
馅:xian
护:hu
灯:deng
举:ju
渊:yuan
淞:song
熄:xi
塔:ta
纨:wan
钨:wu
土:tu
肠:chang
呕:ou
靛:dian
颗:ke
沧:cang
揉:rou
净:jing,cheng
童:tong
身:shen
点:dian
筏:fa
菠:bo
揿:qin
防:fang
铬:ge
核:he,hu
堙:yin
择:ze,zhai
稞:ke
秫:shu
椰:ye
光:guang
柬:jian
获:huo
拶:zan,za
瓷:ci
怆:chuang
貅:xiu
鼻:bi
裾:ju
焓:han
钥:yue,yao
疼:teng
赴:fu
妾:qie
纷:fen
崴:wai,wei
刺:ci
绉:zhou
喘:chuan
娼:chang
辎:zi
绡:xiao
冶:ye
荃:quan
酩:ming
毵:san
缢:yi
窜:cuan
觏:gou
趋:cu,qu
缩:suo,su
沤:ou
努:nu
验:yan
镏:liu
疳:gan
征:zheng
里:li
仵:wu
驼:tuo
蘅:heng
属:shu,zhu
枭:xiao
鲡:li
謇:jian
搿:ge
秉:bing
畹:wan
旨:zhi
酣:han
描:miao
换:huan
峰:feng
勋:xun
鳏:guan
轲:ke
葸:xi
骐:qi
仕:shi
殄:tian
如:ru
桊:juan
哺:bu
荭:hong
寻:xun
吨:dun
割:ge
皙:xi
田:tian
兰:lan
旖:yi
理:li
檎:qin
锞:ke
陔:gai
矣:yi
赭:zhe
禧:xi
鲼:fen
池:chi
纩:kuang
嘣:beng
猗:yi
弟:ti,di,tui
背:bei
斗:dou
占:zhan
枉:wang
根:gen
蛘:yang
宋:song
鹾:cuo
揸:zha
缒:zhui
啮:nie
吭:keng,hang
熘:liu
兄:xiong
妫:gui
蠡:li
嗅:xiu
遐:xia
泗:si
屋:wu
昕:xin
艄:shao
墅:shu
敲:qiao
胲:hai
品:pin
蚊:wen
涩:se
茄:qie
淹:yan
龉:yu
挪:nuo
锐:rui
庵:an
年:nian
螯:ao
蚍:pi
捂:wu
简:jian
摭:zhi
氇:lu
癖:pi
太:tai
稃:fu
诖:gua
侬:nong
犍:jian,qian
埚:guo
蝣:you
岸:an
黏:nian
跚:shan
吉:ji
傈:li
胨:dong
痰:tan
外:wai
那:nei,na
悟:wu
官:guan
嫖:piao
痪:huan
岿:kui
荽:sui
漾:yang
驾:jia
褐:he
袈:jia
魇:yan
塾:shu
夂:zhi,zhong
茭:jiao
弭:mi
环:huan
杂:za
缑:gou
蜱:pi
窳:yu
乳:ru
嘴:zui
踯:zhi
鸪:gu
哼:heng
眯:mi
咒:zhou
嫣:yan
诂:gu
胱:guang
酮:tong
臂:bi,bei
牌:pai
铉:xuan
顽:wan
鉴:jian
滹:hu
蛛:zhu
泛:fan
钾:jia
苤:pie
口:kou
绺:liu
署:shu
莫:mo,mu
许:hu,xu
杉:sha
蛎:li
辋:wang
怙:hu
煽:shan
町:ting,ding
悱:fei
啬:se
统:tong
苎:zhu
軎:wei
趴:pa
霭:ai
聂:nie
硬:ying
蒗:lang
盘:pan
筇:qiong
数:shu,shuo
脑:nao
吞:tun
硭:mang
蝙:bian
蜡:la
溷:hun
嵊:sheng
睿:rui
古:gu
蕺:ji
唯:wei
掌:zhang
纽:niu
世:shi
癌:ai
摘:zhai
项:xiang
泐:le
皤:po
坯:pi
芥:jie,gai
极:ji
氓:mang,meng
谷:gu
盱:xu
沃:wo
恙:yang
呆:dai
彘:zhi
翥:zhu
嬲:niao
辆:liang
踱:duo
沭:shu
燥:zao
棰:chui
昃:ze
钚:bu
挎:ku,kua
镭:lei
柘:zhe
泵:beng
锼:sou
符:fu
醇:chun
徨:huang
榫:sun
蚋:rui
绱:shang
钼:mu
毹:shu
悻:xing
彭:bang,peng
咳:hai,ke
撂:liao
病:bing
群:qun
段:duan
戽:hu
鞑:da
烦:fan
轼:shi
瓦:wa
崧:song
锕:a
僮:tong,zhuang
吐:tu
铹:lao
银:yin
蝶:die
坻:di,chi
制:zhi
单:chan,dan,shan
烷:wan
冱:hu
掠:lve
簸:bo
袒:tan
叠:die
柄:bing
么:me,ma,yao,mo
恺:kai
塌:ta
悭:qian
囫:hu
裸:luo
绯:fei
兖:yan
芙:fu
帑:nu,tang
计:ji
翘:qiao
匾:bian
嫠:li
栳:lao
嵬:wei
亚:ya
丨:gun
羸:lei
骆:luo
漉:lu
觥:gong
耀:yao
喏:re,nuo
扉:fei
绠:geng
该:gai
芽:ya
謦:qing
憋:bie
冼:xian
尢:you
侮:wu
焘:dao
缸:gang
磁:ci
傻:sha
拧:ning
愫:su
轳:lu
柴:chai
话:hua
於:wu,yu
唔:wu,n
澡:zao
乎:hu
祚:zuo
肖:xiao
金:jin
痈:yong
烽:feng
舔:tian
笼:long
崩:beng
衷:zhong
龇:zi
命:ming
帼:guo
狠:hen
苇:wei
踹:chuai
几:ji
心:xin
熨:yu
沂:yi
噫:yi
肀:yu
罨:yan
操:cao
嚣:xiao
贮:zhu
戚:qi
蜥:xi
映:ying
瑭:tang
礓:jiang
儡:lei
廒:ao
恚:hui
韫:yun,wen
鄄:juan
狒:fei
唆:suo
扩:kuo
楷:jie,kai
串:chuan
菀:yun,wan
冈:gang
吮:shun
钰:yu
祸:huo
啶:ding
匆:cong
沱:tuo
伧:cang,chen
梦:meng
淮:huai
浜:bang
束:shu
孺:ru
蓣:yu
藓:xian
乘:sheng,cheng
鬻:yu
念:nian
哄:hong
碌:liu,lu
手:shou
瑛:ying
懒:lan
腊:xi,la
耦:ou
卡:ka,qia
搌:zhan
煳:hu
歆:xin
班:ban
羚:ling
乇:tuo,zhe
腥:xing
窕:tiao,yao
垤:die
沉:chen
谊:yi
浔:xun
佝:kou,gou
罗:luo
槌:chui
墀:chi
鹎:bei
镘:man
蚰:you
浙:zhe
驺:zou
馥:fu
止:zhi
尬:ga
巛:chuan
阳:yang
硐:dong
炔:que
廷:ting
佘:she
砦:zhai
畲:she
飘:piao
蕊:rui
坠:zhui
倏:shu
戍:shu
陕:shan
陴:pi
犁:li
刀:dao
锏:jian
酶:mei
蹑:nie
惺:xing
钙:gai
持:chi
贾:jia,gu
祷:dao
耥:tang
娘:niang
忤:wu
眨:zha
劬:qu
蚺:ran
嫁:jia
枞:cong,zong
摆:bai
锨:xian
惶:huang
萝:luo
傩:nuo
鹋:miao
僖:xi
屣:xi
啜:chuo,chuai
潋:lian
蟾:chan
瞿:ju,qu
唠:lao
寿:shou
勹:bao
葬:zang
鲽:die
碧:bi
郓:yun
滩:tan
拦:lan
熊:xiong
震:zhen
瀣:xie
鹈:ti
咕:gu
诫:jie
尧:yao
婵:chan
豫:yu
覃:qin,tan
黝:you
豁:huo,hua
诗:shi
舨:ban
恤:xu
绿:lu,lv
缺:que
瑕:xia
垡:fa
艚:cao
汨:mi
呜:wu
鄯:shan
郦:zhi,li
嫉:ji
汐:xi
闭:bi
觋:xi
陵:ling
侨:qiao
饫:yu
钲:zheng
冂:jiong
挝:zhua,wo
锒:lang
俾:bi
犭:quan
创:chuang
搐:chu
硌:luo,ge
畋:tian
着:zhuo,zhao,zhe
翌:yi
嶝:deng
烊:yang
宗:zong
堰:yan
徇:xun
院:yuan
准:zhun
件:jian
称:chen,cheng
袢:pan
蹒:pan
哿:jia,ge
锦:jin
濮:pu
酾:shi
赀:zi
赍:ji
非:fei
瞑:ming
谵:zhan
徒:tu
踪:zong
痂:jia
脲:niao
凿:zao
渝:yu
曙:shu
递:di
唪:feng
胤:yin
一:yi
守:shou
迫:po,pai
囊:nang
轾:zhi
白:bai
罔:wang
莆:pu
呖:li
笪:da
间:jian
涤:di
恳:ken
分:fen
亦:yi
眇:miao
短:duan
成:cheng
镞:zu
殇:shang
疑:ni,yi
柔:rou
拢:long
啸:xiao
湔:jian
貉:he,hao,mo
郐:kuai
警:jing
躐:lie
云:yun
嘈:cao
驽:nu
狡:jiao
卖:mai
嘻:xi
茫:mang
鼐:nai
碱:jian
肫:zhun,chun
城:cheng
饨:tun
冁:chan
撰:zhuan
嵯:cuo
村:cun
旧:jiu
混:hun
簪:zan
肭:na
幂:mi
睡:shui
吖:a,ya
庾:yu
悄:qiao
耙:ba,pa
耢:lao
缭:liao
雄:xiong
括:kuo,gua
坑:keng
籁:lai
脊:ji
庸:yong
麂:ji
溉:gai
舄:xi
嫩:nen
踌:chou
俳:pai
炸:zha
芹:qin
雌:ci
闾:lv
淑:shu
钫:fang
簖:duan
莱:lai
董:dong
扭:niu
行:hang,xing
揆:kui
逃:tao
怠:dai
苷:gan
咻:xiu
跳:tiao,tao
组:zu
唤:huan
乏:fa
蕹:weng
购:gou
团:tuan
牟:mou,mu
囡:nan
洛:luo
疟:nve,yao
驭:yu
烈:lie
辰:chen
糇:hou
憾:han
鸱:chi
糌:zan
撵:nian
毕:bi
亨:peng,heng
缪:mou,miu,miao,liao,mu
维:wei
示:shi
温:wen
式:shi
蘧:qu
潴:zhu
梁:liang
噘:jue
要:yao
疾:ji
槽:cao
伛:yu
二:er
额:e
清:qing
耵:ding
箬:ruo
胧:long
钣:ban
谖:xuan
夔:kui
难:nan,nuo
囝:jian,nan
瘿:ying
靼:da
朴:pu,piao,po
糜:mi,mei
恬:tian
儋:dan
盟:meng
脒:mi
阻:zu
凶:xiong
潮:chao
练:lian
潦:lao,liao
写:xie
跗:fu
邮:you
者:zhe
鄹:zou
遭:zao
玻:bo
邻:lin
苄:bian
饔:yong
驯:xun
坊:fang
敌:di
诔:lei
郡:jun
哑:ya
骋:cheng
挲:suo,sha
骷:ku
呙:wa,guo,gua
蕻:hong
虚:xu
绰:chuo,chao
浯:wu
菥:xi
闩:shuan
昱:yu
糁:san,shen
郜:gao
饰:shi
懿:yi
淝:fei
修:xiu
锚:mao
襦:ru
鹧:zhe
扶:fu
巅:dian
影:ying
翕:xi
娶:qu
仂:le
懦:nuo
补:bu
掖:ye
霖:lin
押:ya
擎:qing
橄:gan
傧:bin
惆:chou
埒:lie
死:si
眄:mian
牍:du
抢:qiang,cheng
掸:dan,shan
男:nan
驱:qu
宜:yi
州:zhou
歼:jian
绦:tao
啡:fei
怿:yi
疴:ke
愍:min
寺:si
蠛:mie
陷:xian
咱:za
蹇:jian
益:yi
酵:jiao
雏:chu
输:shu
祀:si
烹:peng
狭:xia
暗:an
希:xi
睦:mu
拂:bi,fu
裢:lian
督:du
陨:yun
风:feng
迢:tiao
谪:zhe
帮:bang
瘭:biao
蠼:qu
悌:ti
避:bi
瑾:jin
裔:yi
勺:shao
狼:lang
厨:chu
疽:ju
庇:bi
米:mi
镳:biao
采:cai
匐:fu
瓶:ping
哎:ai
鲴:gu
怵:chu
瘗:yi
藿:huo
貂:diao
疡:yang
扯:che
鲤:li
铢:zhu
龄:ling
哇:wa
辐:fu
锲:qie
党:dang
簧:huang
损:sun
槐:huai
扒:ba,pa
鲳:chang
祥:xiang
栩:xu
隗:kui,wei
酃:ling
拨:bo
绋:fu
翊:yi
洽:qia
滔:tao
葜:qia
柳:liu
攸:you
丁:zheng,ding
觅:mi
羡:xian
茶:cha
酯:zhi
尊:zun
埔:bu,pu
蛸:xiao
楔:xie
槿:jin
鹤:he
牺:xi
酌:zhuo
蚧:jie
篝:gou
鲚:ji
枪:qiang
潇:xiao
栊:long
刁:diao
渐:jian
卷:juan
尾:wei,yi
唐:tang
砥:di
杭:hang
歌:ge
以:yi
旒:liu
鹗:e
鲛:jiao
黛:dai
铱:yi
硎:xing
琮:cong
切:qie
冒:mao,mo
络:lao,luo
嘤:ying
髹:xiu
娲:wa
闵:min
堀:ku
嘧:mi
磷:lin
诣:yi
洇:yin
涮:shuan
癸:gui
将:jiang
鳅:qiu
功:gong
塑:su
嫫:mo
薷:ru
钉:ding
珧:yao
掬:ju
旺:wang
趑:zi
距:ju
肌:ji
忧:you
啻:chi
欠:qian
岈:ya
凇:song
蛙:wa
廓:kuo
斐:fei
痱:fei
铅:yan,qian
缨:ying
双:shuang
莽:mang
羿:yi
兆:zhao
眠:mian
迁:qian
蔡:cai
嵩:song
殪:yi
氵:shui
胡:hu
圈:quan,juan
礁:jiao
买:mai
辉:hui
款:kuan
侏:zhu
焦:jiao
困:kun
恒:heng
勐:meng
忑:te
欷:xi
猴:hou
铗:jia
仁:ren
茏:long
蓄:xu
纶:guan,lun
迓:ya
啼:ti
椭:tuo
稚:zhi
粕:po
蓑:suo
汛:xun
佳:jia
就:jiu
錾:zan
芑:qi
悬:xuan
擦:ca
楝:lian
舒:shu
骰:tou
馨:xin
霪:yin
瓠:hu
璃:li
榀:pin
挢:jiao
工:gong
封:feng
灬:huo,biao
偿:chang
诞:dan
偌:ruo
蚕:can
走:zou
亿:yi
锇:e
犟:jiang
鲁:lu
研:yan
嶙:lin
碇:ding
嚯:huo
裟:sha
纫:ren
镉:ge
机:ji
序:xu
彐:ji,xue
未:wei
疲:pi
伏:fu
铆:mao
击:ji
拔:ba
掰:bai
诀:jue
涉:she
悴:cui
撑:cheng
逗:dou
捕:bu
优:you
鸷:zhi
偃:yan
耄:mao
当:dang
雹:bao
虐:nve
戢:ji
偷:tou
鹨:liu
锗:zhe
鸿:hong
罱:lan
冽:lie
庖:pao
臬:nie
秸:jie
皮:pi
乔:qiao
揲:she,die,ye
幔:man
疔:ding
怖:bu
褚:zhu
蜞:qi
顶:ding
跌:die
线:xian
俨:yan
鸬:lu
忘:wang
紧:jin
左:zuo
璐:lu
缍:duo
邰:tai
趸:dun
坤:kun
贡:gong
淡:dan
杞:qi
笆:ba
永:yong
嗑:ke
姬:ji
担:dan
癔:yi
雒:luo
辙:zhe
洹:huan
血:xie,xue
蜾:guo
粽:zong
蝴:hu
忽:hu
曰:yue
糨:jiang
所:suo
趺:fu
缓:huan
孚:fu
雩:yu
濑:lai
座:zuo
粝:li
钻:zuan
又:you
栝:tian,gua
右:you
琢:zhuo,zuo
艇:ting
豚:tun
螈:yuan
刷:shua
姒:si
衮:gun
航:hang
驮:tuo
懵:meng
坫:dian
埴:zhi
蛏:cheng
徭:yao
罄:qing
喝:he,ye
呀:ya
邴:bing
帽:mao
蘸:zhan
仝:tong
缲:qiao,sao
蝌:ke
撙:zun
矢:shi
狰:zheng
租:zu
蟒:mang,meng
钱:qian
娜:nuo,na
食:shi,yi,si
撅:jue
绽:zhan
鲣:jian
剡:yan,shan
佛:bi,fo,bo,fu
莘:xin,shen
棚:peng
谭:tan
铯:se
铂:bo
诹:zou
狸:li
注:zhu
勘:kan
霸:ba
据:ju
斫:zhuo
百:bai
露:lu,lou
贶:kuang
餮:tie
廴:yin
伍:wu
箧:qie
怏:yang
孵:fu
鹉:wu
逸:yi
棣:ti,di,dai
而:er
券:quan,xuan
晔:ye
晨:chen
府:fu
酤:gu
远:yuan
罴:pi
圩:wei,xu
杩:ma
孤:gu
匣:xia
瞻:zhan
祆:xian
哐:kuang
雎:ju
嗾:sou
汶:men,wen
怡:yi
笛:di
磲:qu
腕:wan
逡:qun
嗡:weng
颁:ban
肴:yao
谎:huang
倩:qian
新:xin
傺:chi
脆:cui
偎:wei
餐:can
蝮:fu
浍:kuai,hui
登:deng
铴:tang
愦:kui
滨:bin
魏:wei
姗:shan
象:xiang
噼:pi
豪:hao
昀:yun
惜:xi
铍:pi
画:hua
馘:guo
嗌:yi,ai
杲:gao
趼:jian
的:di,de
腮:sai
泳:yong
赠:zeng
徐:xu
骓:zhui
莛:ting
钓:diao
姑:gu
蒲:pu
姘:pin
骡:luo
产:chan
椿:chun
坶:mu
拟:ni
猷:you
噤:jin
诠:quan
蚶:han
胖:pan
戬:jian
必:bi
挽:wan
桦:hua
鳖:bie
投:tou
蔓:wan,man
藕:ou
狮:shi
擒:qin
韭:jiu
阅:yue
邛:qiong
垆:lu
旋:xuan
六:liu,lu
猫:mao
讧:hong
郭:guo
钩:gou
泅:qiu
倬:zhuo
皴:cun
议:yi
聿:yu
咩:mie
悖:bei
剽:piao
姿:zi
飕:sou
鲫:ji
取:qu
蓬:peng
曾:ceng,zeng
絮:xu
镩:cuan
嗝:ge
岽:dong
殆:dai
荼:tu
倦:juan
锺:zhong
溴:xiu
衰:shuai,cui
葭:jia
键:jian
拊:fu
凵:qian,kan
尸:shi
囱:cong
鳟:zun
苍:cang
弑:shi
诵:song
疤:ba
悲:bei
肽:tai
每:mei
除:chu
另:ling
鄱:po
酲:cheng
劈:pi
乍:zha
番:pan,fan
扑:pu
肄:yi
聊:liao
芩:qin
陟:zhi
载:zai
暇:xia
往:wang
聆:ling
妹:mei
陶:tao
鸨:bao
秘:mi,bi
遄:chuan
坦:tan
滤:lv
孽:nie
溻:ta
珀:po
址:zhi
稹:zhen
三:san
彖:tuan
境:jing
芰:ji
蟛:peng
诩:xu
濯:zhuo,zhao
闺:gui
潺:chan
鼷:xi
旄:mao
眍:kou
鹁:bo
幸:xing
自:zi
各:ge
鳐:yao
革:ge
銮:luan
叮:ding
跪:gui
肷:qian
闸:zha
仙:xian
怜:lian
圪:ge
喵:miao
嘘:shi,xu
叱:chi
褪:tui,tun
氲:yun
昔:xi
拼:pin
份:fen,bin
秒:miao
牒:die
椁:guo
扦:qian
褰:qian
枝:zhi,qi
叭:ba
耿:geng
袭:xi
蒡:bang
藏:cang,zang
灼:zhuo
牙:ya
乩:ji
概:gai
峡:xia
傅:fu
缝:feng
孓:jue
汾:fen
懔:lin
书:shu
慨:kai
坛:tan
淠:pei,pi
枥:li
踏:ta
廪:lin
蜢:meng
巡:xun
磕:ke
仔:zai,zi
激:ji
列:lie
臃:yong
竟:jing
板:ban
螫:shi,zhe
姣:jiao,xiao
聋:long
蹲:dun
哙:kuai
铫:tiao,yao,diao
傍:bang
陂:po,pi,bei
邹:zou
诮:qiao
畈:fan
烟:yan
欹:qi
贼:zei
哭:ku
篓:lou
拴:shuan
匹:pi
脂:zhi
焙:bei
敫:jiao
馏:liu
苘:qing
员:yun,yuan
揞:an
帛:bo
腴:yu
鳝:shan
峪:yu
筻:gang
礼:li
沓:ta,da
芗:xiang
或:huo
袤:mao
沛:pei
铼:lai
荚:jia
侪:chai
促:cu
桌:zhuo
爻:yao
涣:huan
刃:ren
绞:jiao
伙:huo
附:fu
禀:bing
砑:ya
戾:li
显:xian
定:ding
篥:li
陆:lu
捱:ai
艟:chong
暖:nuan
佟:tong
旷:kuang
憨:han
蓝:lan
狯:kuai
父:fu
胪:lu
轫:ren
澈:che
树:shu
踟:chi
蛆:qu
亠:tou
嶂:zhang
界:jie
鼙:pi
十:shi
峻:jun
钿:tian,dian
徽:hui
戕:qiang
笋:sun
趟:tang
恶:wu,e
殛:ji
龀:chen
车:ju,che
吆:yao
糙:cao
祓:fu
胬:nu
纭:yun
哔:bi
戳:chuo
缎:duan
琬:wan
葛:ge
绘:hui
甑:zeng
枘:rui
啦:la
诽:fei
橐:tuo
咦:yi
周:zhou
别:bie
捆:kun
綮:qing,qi
蚜:ya
疱:pao
氖:nai
寮:liao
鞠:ju
缶:fou
肱:gong
蜂:feng
跖:zhi
懈:xie
蚩:chi
绑:bang
广:an,guang
联:lian
脓:nong
叵:po
荏:ren
宄:gui
淘:tao
闳:hong
娄:lou
了:le,liao
涵:han
涡:wo,guo
竞:jing
儿:er
窘:jiong
誓:shi
浆:jiang
缯:zeng
灶:zao
胞:bao
摸:mo
钞:chao
阿:e,a
乒:ping
共:gong
尝:chang
隧:sui
禾:he
骜:ao
跎:tuo
窬:yu
炙:zhi
坷:ke
壳:qiao,ke
素:su
矩:ju
讪:shan
阀:fa
涛:tao
铥:diu
搁:ge
唷:yo
臼:jiu
谒:ye
杵:chu
唼:sha
婴:ying
骂:ma
猪:zhu
最:zui
劂:jue
兼:jian
舟:zhou
飞:fei
螨:man
售:shou
午:wu
裥:jian
弋:yi
筌:quan
啪:pa
事:shi
佩:pei
折:she,zhe
塥:ge
拓:tuo,ta,zhi
逞:cheng
痕:hen
觑:qu
泾:jing
猹:cha
俱:ju
芪:qi
挹:yi
宇:yu
匮:kui,gui
